rank,pls_min_mv,driver,points,back,starts,pole,win,top_5,top_10,winnings,year,race_num
31,--,Mike Skinner,2886,-1914,36,0,0,0,1,"$2,094,230",2002,36
32,--,Bobby Hamilton,2832,-1968,31,0,0,0,3,"$2,196,960",2002,36
33,--,Steve Park,2694,-2106,32,0,0,0,2,"$2,681,590",2002,36
34,+1,Joe Nemechek,2682,-2118,33,0,0,3,3,"$2,453,020",2002,36
35,-1,Casey Atwood,2621,-2179,35,0,0,0,0,"$1,988,250",2002,36
36,--,Brett Bodine,2276,-2524,32,0,0,0,0,"$1,766,820",2002,36
37,--,Jerry Nadeau,2250,-2550,28,0,0,0,1,"$1,801,760",2002,36
38,--,Todd Bodine,1987,-2813,24,1,0,1,4,"$1,879,770",2002,36
39,+1,Kenny Wallace,1868,-2932,21,0,0,0,1,"$1,379,800",2002,36
40,-1,Hut Stricklin,1781,-3019,22,0,0,0,0,"$1,313,550",2002,36
41,+1,Mike Wallace,1551,-3249,21,0,0,0,1,"$1,273,240",2002,36
42,-1,Stacy Compton,1527,-3273,21,0,0,0,0,"$1,185,710",2002,36
43,+1,Geoffrey Bodine,803,-3997,10,0,0,1,2,"$1,224,500",2002,36
44,-1,Steve Grissom,769,-4031,10,0,0,0,1,"$529,781",2002,36
45,--,Hermie Sadler,688,-4112,10,0,0,0,0,"$473,290",2002,36
46,--,Jamie McMurray,679,-4121,6,0,1,1,2,"$669,097",2002,36
47,--,Rick Mast,576,-4224,9,0,0,0,0,"$469,843",2002,36
48,+1,Greg Biffle,570,-4230,7,0,0,0,0,"$394,773",2002,36
49,-1,Buckshot Jones,559,-4241,7,0,0,0,0,"$394,223",2002,36
50,+2,Ted Musgrave,452,-4348,5,0,0,0,0,"$283,770",2002,36
51,-1,Tony Raines,382,-4418,7,0,0,0,0,"$326,042",2002,36
52,-1,Shawna Robinson,361,-4439,7,0,0,0,0,"$428,519",2002,36
53,--,Derrike Cope,361,-4439,7,0,0,0,0,"$333,216",2002,36
54,--,Frank Kimmel,292,-4508,6,0,0,0,0,"$407,579",2002,36
55,--,Morgan Shepherd,202,-4598,5,0,0,0,0,"$214,397",2002,36
56,--,Scott Wimmer,192,-4608,3,0,0,0,0,"$143,110",2002,36
57,+6,Jack Sprague,189,-4611,3,0,0,0,0,"$132,000",2002,36
58,-1,Ron Hornaday,177,-4623,3,0,0,0,0,"$181,611",2002,36
59,-1,Boris Said,164,-4636,2,0,0,0,0,"$87,400",2002,36
60,-1,PJ Jones,160,-4640,1,0,0,1,1,"$65,950",2002,36
61,-1,Scott Pruett,150,-4650,1,0,0,0,1,"$66,690",2002,36
62,-1,Kevin Lepage,132,-4668,3,0,0,0,0,"$173,787",2002,36
63,+11,Jason Leffler,128,-4672,2,0,0,0,0,"$78,500",2002,36
64,-2,Mike Bliss,121,-4679,1,0,0,0,0,"$81,942",2002,36
65,-1,Tim Sauter,113,-4687,2,0,0,0,0,"$85,060",2002,36
66,-1,Dick Trickle,111,-4689,3,0,0,0,0,"$136,830",2002,36
67,-1,Robert Pressley,97,-4703,1,0,0,0,0,"$150,859",2002,36
68,-1,Tom Hubert,91,-4709,1,0,0,0,0,"$41,925",2002,36
69,-1,Ron Fellows,88,-4712,1,0,0,0,0,"$47,930",2002,36
70,-1,Jay Sauter,86,-4714,2,0,0,0,0,"$94,682",2002,36
71,-1,Stuart Kirby,86,-4714,2,0,0,0,0,"$105,503",2002,36
72,-1,Hideo Fukuyama,80,-4720,2,0,0,0,0,"$79,005",2002,36
73,-1,Kirk Shelmerdine,77,-4723,2,0,0,0,0,"$97,127",2002,36
74,-1,Lance Hooper,70,-4730,1,0,0,0,0,"$51,840",2002,36
75,--,Andy Hillenburg,68,-4732,2,0,0,0,0,"$101,629",2002,36
76,--,Jim Inglebright,67,-4733,1,0,0,0,0,"$47,190",2002,36
77,--,Chad Little,64,-4736,1,0,0,0,0,"$49,745",2002,36
78,--,Hank Parker Jr,64,-4736,1,0,0,0,0,"$39,625",2002,36
79,--,Carl Long,46,-4754,2,0,0,0,0,"$140,513",2002,36
80,--,Jason Small,40,-4760,1,0,0,0,0,"$41,130",2002,36
81,--,Christian Fittipaldi,40,-4760,1,0,0,0,0,"$39,600",2002,36
82,--,Dave Marcis,37,-4763,1,0,0,0,0,"$137,110",2002,36
83,--,Austin Cameron,37,-4763,1,0,0,0,0,"$46,945",2002,36
84,--,Joe Varde,37,-4763,1,0,0,0,0,"$37,610",2002,36
85,--,Randy Renfrow,34,-4766,1,0,0,0,0,"$71,193",2002,36
86,--,Gary Bradberry,34,-4766,1,0,0,0,0,"$40,399",2002,36
87,--,Jason Hedlesky,34,-4766,1,0,0,0,0,"$39,160",2002,36
